strain,accession,originating_lab,submitting_lab
A/Argentina/1445/2019,EPI1586778,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/Bolivia/1053/2019,EPI1606297,cenetrop,centers_for_disease_control_and_prevention
A/Amazonas/158410-IEC/2019,EPI1690236,evandro_chagas_institute,evandro_chagas_institute
A/MinasGerais/202012661/2019,EPI1806183,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Lima/2360/2019,EPI1584114,public_health_wales_microbiology_cardiff,public_health_wales_microbiology_cardiff
A/MinasGerais/202012660/2019,EPI1806175,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Iquique/67262/2019,EPI1574795,instituto_de_salud_publica_de_chile,instituto_de_salud_publica_de_chile
A/Santiago/62859/2019,EPI1587633,instituto_de_salud_publica_de_chile,centers_for_disease_control_and_prevention
A/Suriname/804/2019,EPI1603624,"central_laboratory,_bureau_of_public_health",centers_for_disease_control_and_prevention
A/Denmark/71/2012,EPI406237,statens_serum_institute,statens_serum_institute
A/Stockholm/37/2012,EPI416534,swedish_institute_for_infectious_disease_control,national_institute_for_medical_research
A/Stockholm/38/2012,EPI416536,swedish_institute_for_infectious_disease_control,national_institute_for_medical_research
A/Finland/296/2012,EPI427165,national_institute_for_health_and_welfare,national_institute_for_health_and_welfare
A/Acores/SU43/2012,EPI416999,instituto_nacional_de_saude,national_institute_for_medical_research
A/Madrid/323/2012,EPI426089,instituto_de_salud_carlos_iii,national_institute_for_medical_research
A/Lyon/2496/2012,EPI416498,crr_virus_influenza_region_sud,national_institute_for_medical_research
A/Niedersachsen/29/2012,EPI408126,robert_koch_institute,national_institute_for_medical_research
A/Stockholm/39/2012,EPI416538,swedish_institute_for_infectious_disease_control,national_institute_for_medical_research
A/Stockholm/40/2012,EPI416540,swedish_institute_for_infectious_disease_control,national_institute_for_medical_research
A/Shaanxi-Changan/1452/2014,EPI554739,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Henan-Xigong/11041/2014,EPI554730,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/7622/2014,EPI557294,government_virus_unit,national_institute_for_medical_research
A/Xinjiang-Tianshan/11190/2014,EPI554736,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/7624/2014,EPI557298,government_virus_unit,national_institute_for_medical_research
A/Yunnan-Linxiang/11032/2014,EPI554667,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Guangxi-Youjiang/1910/2014,EPI554742,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/HongKong/7620/2014,EPI560450,government_virus_unit,centers_for_disease_control_and_prevention
A/Henan-Longting/1481/2014,EPI554682,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Beijing-Huairou/12209/2014,EPI554931,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Shandong-Zhifu/1614/2014,EPI1067811,?,other_database_import
A/Jilin-Nanguan/1549/2014,EPI562224,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Beijing/60178/2014,EPI598842,?,other_database_import
A/Peru/PER399/2012,EPI495786,?,other_database_import
A/Peru/PER249/2012,EPI493843,?,other_database_import
A/Peru/PER262/2012,EPI496663,?,other_database_import
A/Peru/PER353/2012,EPI497323,?,other_database_import
A/Peru/PER316/2012,EPI497071,?,other_database_import
A/Peru/PER301/2012,EPI496932,?,other_database_import
A/Peru/PER153/2012,EPI495279,?,other_database_import
A/Peru/PER314/2012,EPI497036,?,other_database_import
A/Brazil/7920/2012,EPI387784,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Peru/PER108/2012,EPI494971,?,other_database_import
A/Peru/PER096/2012,EPI494887,?,other_database_import
A/Peru/PER222/2012,EPI496396,?,other_database_import
A/Peru/PER389/2012,EPI495716,?,other_database_import
A/Peru/PER078/2012,EPI494768,?,other_database_import
A/Peru/PER326/2012,EPI497141,?,other_database_import
A/Peru/PER105/2012,EPI494950,?,other_database_import
A/Peru/PER384/2012,EPI495579,?,other_database_import
A/NewHampshire/27/2018,EPI1323103,new_hampshire_public_health_laboratories,centers_for_disease_control_and_prevention
A/Wisconsin/500/2018,EPI1324961,wisconsin_state_laboratory_of_hygiene,centers_for_disease_control_and_prevention
A/Texas/137/2018,EPI1319929,texas_department_of_state_health_services_laboratory_services,centers_for_disease_control_and_prevention
A/NorthDakota/30/2018,EPI1318234,north_dakota_department_of_health,centers_for_disease_control_and_prevention
A/NorthDakota/38/2018,EPI1319937,north_dakota_department_of_health,centers_for_disease_control_and_prevention
A/Iowa/60/2018,EPI1319961,iowa_state_hygienic_laboratory,centers_for_disease_control_and_prevention
A/Texas/136/2018,EPI1319945,dallas_county_health_and_human_services,centers_for_disease_control_and_prevention
A/Massachusetts/26/2018,EPI1323399,massachusetts_department_of_public_health,centers_for_disease_control_and_prevention
A/Washington/184/2018,EPI1322611,washington_state_public_health_laboratory,centers_for_disease_control_and_prevention
A/Minnesota/54/2018,EPI1327564,minnesota_department_of_health,centers_for_disease_control_and_prevention
A/Montana/37/2018,EPI1322619,montana_laboratory_services_bureau,centers_for_disease_control_and_prevention
A/Florida/94/2018,EPI1323135,florida_department_of_health_tampa,centers_for_disease_control_and_prevention
A/Ceara/145874-IEC/2017,EPI1048448,evandro_chagas_institute,centers_for_disease_control_and_prevention
A/Amapa/146988-IEC/2017,EPI1056443,evandro_chagas_institute,centers_for_disease_control_and_prevention
A/Brazil/6863/2017,EPI1047819,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Brazil/2128/2017,EPI1047836,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Brazil/529/2017,EPI1049019,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Ecuador/6754/2017,EPI1035279,inspi,centers_for_disease_control_and_prevention
A/Brazil/321/2017,EPI1048826,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Ceara/146082-IEC/2017,EPI1045848,evandro_chagas_institute,evandro_chagas_institute
A/SantaCatarina/121/2017,EPI1016874,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),centers_for_disease_control_and_prevention
A/Goias/346863/2017,EPI1004078,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Ceara/146539-IEC/2017,EPI1045856,evandro_chagas_institute,evandro_chagas_institute
A/SaoPaulo/446890/2017,EPI1004081,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Amapa/146721-IEC/2017,EPI1045822,evandro_chagas_institute,evandro_chagas_institute
A/MatoGrossodoSul/523791/2017,EPI1004077,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Paraiba/146152-IEC/2017,EPI1045872,evandro_chagas_institute,evandro_chagas_institute
A/Ceara/146907-IEC/2017,EPI1045858,evandro_chagas_institute,evandro_chagas_institute
A/Paraiba/147035-IEC/2017,EPI1045884,evandro_chagas_institute,evandro_chagas_institute
A/Parana/95/2017,EPI1040850,laboratório_central_do_estado_do_paraná___lacen/pr,instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/Tocantins/448840/2017,EPI1003971,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Maranhao/146663-IEC/2017,EPI1048510,evandro_chagas_institute,centers_for_disease_control_and_prevention
A/Amapa/146418-IEC/2017,EPI1045818,evandro_chagas_institute,evandro_chagas_institute
A/Uruguay/14/2017,EPI1035618,departamento_de_laboratorio_de_salud_publica,centers_for_disease_control_and_prevention
A/Roraima/146112-IEC/2017,EPI1045917,evandro_chagas_institute,evandro_chagas_institute
A/Paraiba/145960-IEC/2017,EPI1045870,evandro_chagas_institute,evandro_chagas_institute
A/Ceara/146225-IEC/2017,EPI1048480,evandro_chagas_institute,centers_for_disease_control_and_prevention
A/Pernambuco/145842-IEC/2017,EPI1045890,evandro_chagas_institute,evandro_chagas_institute
A/Para/145486-IEC/2017,EPI1048363,evandro_chagas_institute,centers_for_disease_control_and_prevention
A/RiodeJaneiro/323/2017,EPI1040852,laboratório_central_de_saúde_pública_(lacen_rj),instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/Tocantins/448825/2017,EPI1003969,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Amazonas/145625-IEC/2017,EPI1045828,evandro_chagas_institute,evandro_chagas_institute
A/Uruguay/707/2007,EPI155922,?,centers_for_disease_control_and_prevention
A/Guyane/25/2007,EPI157638,?,centers_for_disease_control_and_prevention
A/Brazil/1958/2007,EPI155820,?,centers_for_disease_control_and_prevention
A/Santiago/7133/2007,EPI156004,?,centers_for_disease_control_and_prevention
A/Argentina/3797/2007,EPI155831,?,centers_for_disease_control_and_prevention
A/Santiago/6881/2007,EPI155744,?,centers_for_disease_control_and_prevention
A/Santiago/7141/2007,EPI156006,?,centers_for_disease_control_and_prevention
A/Peru/8307/2007,EPI156025,?,centers_for_disease_control_and_prevention
A/Santiago/6421/2007,EPI155742,?,centers_for_disease_control_and_prevention
A/Argentina/3784/2007,EPI155829,?,centers_for_disease_control_and_prevention
A/Argentina/3769/2007,EPI155828,?,centers_for_disease_control_and_prevention
A/Lao/2922/2017,EPI1130115,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3307/2017,EPI1131654,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Philippines/782/2017,EPI1142510,center_for_medical_microbiology,centers_for_disease_control_and_prevention
A/Vietnam/GHS959/2017,EPI1145999,"pasteur_institute,_influenza_laboratory",centers_for_disease_control_and_prevention
A/Cambodia/B100517/2017,EPI1179503,institute_pasteur_du_cambodia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Vietnam/Lisn199/2017,EPI1146007,"pasteur_institute,_influenza_laboratory",centers_for_disease_control_and_prevention
A/Philippines/799/2017,EPI1142526,center_for_medical_microbiology,centers_for_disease_control_and_prevention
A/Lopburi/346/2017,EPI1179578,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Cambodia/B0926502/2017,EPI1244347,institute_pasteur_du_cambodia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Malaysia/12/2017,EPI1179542,university_malaya,who_collaborating_centre_for_reference_and_research_on_influenza
A/Cambodia/AD07901/2017,EPI1179533,institute_pasteur_du_cambodia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Nonthaburi/304/2017,EPI1179548,"who_national_influenza_centre,_national_institute_of_medical_research_(nimr)",who_collaborating_centre_for_reference_and_research_on_influenza
A/Lao/3310/2017,EPI1131649,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Philippines/797/2017,EPI1142518,center_for_medical_microbiology,centers_for_disease_control_and_prevention
A/Vietnam/GHS992/2017,EPI1146015,"pasteur_institute,_influenza_laboratory",centers_for_disease_control_and_prevention
A/Cambodia/36660/2017,EPI1179524,institute_pasteur_du_cambodia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Malaysia/13/2017,EPI1179545,university_malaya,who_collaborating_centre_for_reference_and_research_on_influenza
A/Cambodia/B1120430/2017,EPI1179491,institute_pasteur_du_cambodia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Philippines/16/2017,EPI1179572,research_institute_of_tropical_medicine,who_collaborating_centre_for_reference_and_research_on_influenza
A/Lao/3517/2017,EPI1166151,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3418/2017,EPI1166056,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3511/2017,EPI1166175,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3572/2017,EPI1165817,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3516/2017,EPI1166143,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3375/2017,EPI1166428,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3525/2017,EPI1166159,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3544/2017,EPI1165859,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3620/2017,EPI1165778,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Philippines/1001/2017,EPI1142542,center_for_medical_microbiology,centers_for_disease_control_and_prevention
A/Lao/3394/2017,EPI1165978,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3341/2017,EPI1166009,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Cambodia/890/2017,EPI1185384,national_public_health_laboratory,centers_for_disease_control_and_prevention
A/Cambodia/894/2017,EPI1185376,national_public_health_laboratory,centers_for_disease_control_and_prevention
A/Lao/3591/2017,EPI1166271,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3302/2017,EPI1166412,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3582/2017,EPI1165828,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3529/2017,EPI1165849,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Philippines/932/2017,EPI1142550,center_for_medical_microbiology,centers_for_disease_control_and_prevention
A/Lao/3783/2017,EPI1165795,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3558/2017,EPI1165869,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3606/2017,EPI1166279,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Malaysia/RP4020/2017,EPI1279591,institut_penyelidikan_perubatan,who_collaborating_centre_for_reference_and_research_on_influenza
A/Lao/3456/2017,EPI1166096,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3431/2017,EPI1165993,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Lao/3493/2017,EPI1166167,national_center_for_laboratory_and_epidemiology,centers_for_disease_control_and_prevention
A/Macau/600004/2019,EPI1387397,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/Macau/600115/2019,EPI1387406,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/Macau/600114/2019,EPI1387403,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/Macau/600075/2019,EPI1387400,laboratorio_de_saude_publico,who_collaborating_centre_for_reference_and_research_on_influenza
A/Qinghai-Chengbei/160/2019,EPI1380628,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Zhejiang-Haishu/1190/2019,EPI1380631,who_chinese_national_influenza_center,who_chinese_national_influenza_center
A/Zhejiang-Dinghai/15/2019,EPI1353023,who_chinese_national_influenza_center,who_chinese_national_influenza_center
